Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument
Kepler-19 b,Kepler-19,b,1,3,0,Transit,2011,2011-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-19 c,Kepler-19,c,1,3,0,Transit Timing Variations,2011,2011-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 b,Kepler-20,b,2,6,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 c,Kepler-20,c,2,6,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 d,Kepler-20,d,2,6,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 e,Kepler-20,e,2,6,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-20 f,Kepler-20,f,2,6,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-22 b,Kepler-22,b,1,1,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-23 b,Kepler-23,b,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-23 c,Kepler-23,c,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-24 b,Kepler-24,b,1,4,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-24 c,Kepler-24,c,1,4,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-25 b,Kepler-25,b,2,3,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-25 c,Kepler-25,c,2,3,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-26 b,Kepler-26,b,1,4,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-26 c,Kepler-26,c,1,4,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-27 b,Kepler-27,b,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-27 c,Kepler-27,c,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-28 b,Kepler-28,b,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-28 c,Kepler-28,c,1,2,0,Transit,2011,2012-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-29 b,Kepler-29,b,1,2,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-29 c,Kepler-29,c,1,2,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-31 b,Kepler-31,b,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-31 c,Kepler-31,c,1,3,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-32 b,Kepler-32,b,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-32 c,Kepler-32,c,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-33 b,Kepler-33,b,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-33 c,Kepler-33,c,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-33 d,Kepler-33,d,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-33 e,Kepler-33,e,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-33 f,Kepler-33,f,1,5,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-34 b,Kepler-34,b,2,1,0,Transit,2011,2012-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-35 b,Kepler-35,b,2,1,0,Transit,2011,2012-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-39 b,Kepler-39,b,1,1,0,Transit,2011,2011-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-41 b,Kepler-41,b,1,1,0,Transit,2011,2011-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-42 b,Kepler-42,b,1,3,0,Transit,2011,2012-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-42 c,Kepler-42,c,1,3,0,Transit,2011,2012-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-42 d,Kepler-42,d,1,3,0,Transit,2011,2012-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-43 b,Kepler-43,b,1,1,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-44 b,Kepler-44,b,1,1,0,Transit,2011,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-45 b,Kepler-45,b,1,1,0,Transit,2011,2012-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,b,1,1,0,Microlensing,2011,2011-11,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
NY Vir b,NY Vir,b,2,2,0,Eclipse Timing Variations,2011,2012-02,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
PSR J1719-1438 b,PSR J1719-1438,b,1,1,0,Pulsar Timing,2011,2011-09,Ground,Parkes Observatory,64 m Parkes Radio Telescope,Parkes Radio Receiver
Qatar-2 b,Qatar-2,b,1,1,0,Transit,2011,2012-05,Ground,Qatar,Canon 400mm f/2.8L,FLI ProLine 4K CCD Sensor
TrES-5 b,TrES-5,b,1,1,0,Transit,2011,2011-11,Ground,TrES,0.10 m Schmidt Telescope,2K CCD Sensor
UZ For b,UZ For,b,2,2,0,Eclipse Timing Variations,2011,2011-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
UZ For c,UZ For,c,2,2,0,Eclipse Timing Variations,2011,2011-09,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
WASP-35 b,WASP-35,b,1,1,0,Transit,2011,2011-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-36 b,WASP-36,b,2,1,0,Transit,2011,2012-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-39 b,WASP-39,b,1,1,0,Transit,2011,2011-07,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-43 b,WASP-43,b,1,1,0,Transit,2011,2011-11,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-44 b,WASP-44,b,1,1,0,Transit,2011,2012-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-45 b,WASP-45,b,2,1,0,Transit,2011,2012-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-46 b,WASP-46,b,1,1,0,Transit,2011,2012-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-48 b,WASP-48,b,1,1,0,Transit,2011,2011-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-50 b,WASP-50,b,1,1,0,Transit,2011,2011-09,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WD 0806-661 b,WD 0806-661,b,1,1,0,Imaging,2011,2011-03,Space,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,IRAC Infrared Array Camera
75 Cet b,75 Cet,b,2,1,0,Radial Velocity,2012,2012-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph
BD+20 274 b,BD+20 274,b,1,1,0,Radial Velocity,2012,2012-09,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
CoRoT-21 b,CoRoT-21,b,1,1,0,Transit,2012,2012-09,Space,CoRoT,0.27 m CoRoT Telescope,CoRoT CCD Array
GJ 3470 b,GJ 3470,b,1,1,0,Radial Velocity,2012,2012-10,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 676 A d,GJ 676 A,d,2,4,0,Radial Velocity,2012,2012-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
GJ 676 A e,GJ 676 A,e,2,4,0,Radial Velocity,2012,2012-12,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HAT-P-38 b,HAT-P-38,b,1,1,0,Transit,2012,2012-10,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-39 b,HAT-P-39,b,1,1,0,Transit,2012,2012-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-40 b,HAT-P-40,b,1,1,0,Transit,2012,2012-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-41 b,HAT-P-41,b,2,1,0,Transit,2012,2012-11,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-42 b,HAT-P-42,b,1,1,0,Transit,2012,2013-10,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HAT-P-43 b,HAT-P-43,b,1,1,0,Transit,2012,2013-10,Ground,HATNet,Canon 200mm f/1.8L,2K CCD Sensor
HATS-1 b,HATS-1,b,1,1,0,Transit,2012,2013-01,Ground,HATSouth,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor
HD 106515 A b,HD 106515 A,b,2,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 142 c,HD 142,c,2,2,0,Radial Velocity,2012,2012-07,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
HD 150706 b,HD 150706,b,1,1,0,Radial Velocity,2012,2012-09,Ground,Haute-Provence Observatory,1.93 m Telescope,ELODIE Spectrograph
HD 159868 c,HD 159868,c,1,2,0,Radial Velocity,2012,2012-07,Ground,Anglo-Australian Telescope,3.9 m Anglo-Australian Telescope,UCLES Spectrograph
HD 166724 b,HD 166724,b,1,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 196067 b,HD 196067,b,2,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 197037 b,HD 197037,b,2,1,0,Radial Velocity,2012,2012-04,Ground,McDonald Observatory,2.7 m Harlan J. Smith Telescope,Tull Coude Spectrograph
HD 207832 b,HD 207832,b,3,2,0,Radial Velocity,2012,2012-09,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
HD 207832 c,HD 207832,c,3,2,0,Radial Velocity,2012,2012-09,Ground,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer
HD 208527 b,HD 208527,b,1,1,0,Radial Velocity,2012,2013-01,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
HD 219077 b,HD 219077,b,1,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 219415 b,HD 219415,b,1,1,0,Radial Velocity,2012,2012-09,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph
HD 220074 b,HD 220074,b,1,1,0,Radial Velocity,2012,2013-01,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
HD 220689 b,HD 220689,b,1,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 27631 b,HD 27631,b,1,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HD 37605 c,HD 37605,c,1,2,0,Radial Velocity,2012,2012-12,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 4732 b,HD 4732,b,2,2,0,Radial Velocity,2012,2013-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 4732 c,HD 4732,c,2,2,0,Radial Velocity,2012,2013-01,Ground,Multiple Observatories,Multiple Telescopes,Multiple Instruments
HD 5608 b,HD 5608,b,1,1,0,Radial Velocity,2012,2012-12,Ground,Okayama Astrophysical Observatory,1.88 m Telescope,HIDES Echelle Spectrograph
HD 66141 b,HD 66141,b,1,1,0,Radial Velocity,2012,2012-12,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
HD 77338 b,HD 77338,b,1,1,0,Radial Velocity,2012,2013-04,Ground,La Silla Observatory,3.6 m ESO Telescope,HARPS Spectrograph
HD 98649 b,HD 98649,b,1,1,0,Radial Velocity,2012,2013-03,Ground,La Silla Observatory,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph
HW Vir b,HW Vir,b,3,1,0,Eclipse Timing Variations,2012,2012-07,Ground,McDonald Observatory,MONET/North Telescope,Apogee 1k CCD Camera
KELT-1 b,KELT-1,b,1,1,0,Transit,2012,2012-12,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
KELT-2 A b,KELT-2 A,b,2,1,0,Transit,2012,2012-09,Ground,KELT,Mamiya 645 80mm f/1.9,Apogee 4K CCD Sensor
Kepler-21 b,Kepler-21,b,2,1,0,Transit,2012,2012-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-30 b,Kepler-30,b,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-30 c,Kepler-30,c,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-30 d,Kepler-30,d,1,3,0,Transit,2012,2012-07,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-32 d,Kepler-32,d,1,5,0,Transit,2012,2013-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-32 e,Kepler-32,e,1,5,0,Transit,2012,2013-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-32 f,Kepler-32,f,1,5,0,Transit,2012,2013-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-36 b,Kepler-36,b,1,2,0,Transit,2012,2012-08,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-36 c,Kepler-36,c,1,2,0,Transit,2012,2012-08,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-38 b,Kepler-38,b,2,1,0,Transit,2012,2012-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-46 b,Kepler-46,b,1,3,0,Transit,2012,2012-06,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-46 c,Kepler-46,c,1,3,0,Transit Timing Variations,2012,2012-06,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-47 b,Kepler-47,b,2,3,0,Transit,2012,2012-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-47 c,Kepler-47,c,2,3,0,Transit,2012,2012-09,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-48 b,Kepler-48,b,1,4,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-48 c,Kepler-48,c,1,4,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-49 b,Kepler-49,b,1,4,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-49 c,Kepler-49,c,1,4,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-50 b,Kepler-50,b,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-50 c,Kepler-50,c,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-51 b,Kepler-51,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-51 c,Kepler-51,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-52 b,Kepler-52,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-52 c,Kepler-52,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-53 b,Kepler-53,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-53 c,Kepler-53,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-54 b,Kepler-54,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-54 c,Kepler-54,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-55 b,Kepler-55,b,1,5,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-55 c,Kepler-55,c,1,5,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-56 b,Kepler-56,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-56 c,Kepler-56,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-57 b,Kepler-57,b,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-57 c,Kepler-57,c,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-58 b,Kepler-58,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-58 c,Kepler-58,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-59 b,Kepler-59,b,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-59 c,Kepler-59,c,1,2,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-60 b,Kepler-60,b,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-60 c,Kepler-60,c,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-60 d,Kepler-60,d,1,3,0,Transit,2012,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-65 b,Kepler-65,b,1,4,0,Transit,2012,2013-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-65 c,Kepler-65,c,1,4,0,Transit,2012,2013-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-65 d,Kepler-65,d,1,4,0,Transit,2012,2013-04,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-79 b,Kepler-79,b,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-79 c,Kepler-79,c,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-80 b,Kepler-80,b,1,6,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-80 c,Kepler-80,c,1,6,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-81 b,Kepler-81,b,1,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-81 c,Kepler-81,c,1,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-82 b,Kepler-82,b,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-82 c,Kepler-82,c,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-83 b,Kepler-83,b,2,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-83 c,Kepler-83,c,2,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-84 b,Kepler-84,b,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-84 c,Kepler-84,c,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-85 b,Kepler-85,b,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Kepler-85 c,Kepler-85,c,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,b,1,1,0,Microlensing,2012,2013-01,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,b,1,1,0,Microlensing,2012,2012-07,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,b,1,1,0,Microlensing,2012,2012-08,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
MOA-bin-1L b,MOA-bin-1L,b,1,1,0,Microlensing,2012,2012-10,Ground,MOA,1.8 m MOA Telescope,MOA CCD Array
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,b,1,1,0,Microlensing,2012,2013-04,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,b,1,2,0,Microlensing,2012,2013-01,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,c,1,2,0,Microlensing,2012,2013-01,Ground,OGLE,1.3 m Warsaw University Telescope,OGLE CCD Array
PH1 b,PH1,b,4,1,0,Transit,2012,2013-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array
Pr0201 b,Pr0201,b,1,1,0,Radial Velocity,2012,2012-09,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph
Pr0211 b,Pr0211,b,2,2,0,Radial Velocity,2012,2012-09,Ground,Fred Lawrence Whipple Observatory,1.5 m Tillinghast Reflector Telescope,TRES Echelle Spectrograph
RR Cae b,RR Cae,b,2,1,0,Eclipse Timing Variations,2012,2012-05,Ground,Leoncito Astronomical Complex,2.15 m Jorge Sahade Telescope,VersArray 1300B CCD Camera
WASP-41 b,WASP-41,b,1,2,0,Transit,2012,2011-05,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-42 b,WASP-42,b,1,1,0,Transit,2012,2012-08,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-47 b,WASP-47,b,1,4,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-49 b,WASP-49,b,2,1,0,Transit,2012,2012-08,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-52 b,WASP-52,b,1,1,0,Transit,2012,2013-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-54 b,WASP-54,b,2,1,0,Transit,2012,2013-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-55 b,WASP-55,b,2,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-56 b,WASP-56,b,2,1,0,Transit,2012,2013-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-57 b,WASP-57,b,1,1,0,Transit,2012,2013-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-58 b,WASP-58,b,1,1,0,Transit,2012,2013-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-59 b,WASP-59,b,1,1,0,Transit,2012,2013-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-60 b,WASP-60,b,1,1,0,Transit,2012,2013-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-61 b,WASP-61,b,1,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-62 b,WASP-62,b,1,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-63 b,WASP-63,b,1,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-64 b,WASP-64,b,2,1,0,Transit,2012,2013-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-66 b,WASP-66,b,1,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-67 b,WASP-67,b,1,1,0,Transit,2012,2012-10,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-71 b,WASP-71,b,1,1,0,Transit,2012,2013-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-72 b,WASP-72,b,1,1,0,Transit,2012,2013-04,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-77 A b,WASP-77 A,b,2,1,0,Transit,2012,2013-01,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-78 b,WASP-78,b,1,1,0,Transit,2012,2012-11,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-79 b,WASP-79,b,1,1,0,Transit,2012,2012-11,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WASP-80 b,WASP-80,b,1,1,0,Transit,2012,2013-03,Ground,SuperWASP,Canon 200mm f/1.8L,iKon-L CCD Camera
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,b,1,1,0,Imaging,2012,2012-10,Ground,W. M. Keck Observatory,10 m Keck II Telescope,NIRC2 Camera
WTS-1 b,WTS-1,b,1,1,0,Transit,2012,2012-12,Ground,United Kingdom Infrared Telescope,3.8 m United Kingdom Infrared Telescope,WFCam Wide Field Camera
eps CrB b,eps CrB,b,1,1,0,Radial Velocity,2012,2012-10,Ground,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,BOES Echelle Spectrograph
