,longitude,latitude,TOT,CR,TIME,MO,YR
38320,-73.941277408865,40.825481958439,1,ROBBERY,08/15/2013,8,2013
7329,-73.878740417172,40.880327260966,1,GRAND LARCENY,05/26/2013,5,2013
11898,-73.993878952068,40.749069678997,1,BURGLARY,09/30/2013,9,2013
3504,-73.89582572587301,40.675817141549004,1,GRAND LARCENY OF MOTOR VEHICLE,11/17/2013,11,2013
31652,-73.807882374759,40.668076154276,1,GRAND LARCENY,09/30/2013,9,2013
57480,-73.985568864031,40.757934468249005,1,GRAND LARCENY,04/19/2013,4,2013
74101,-73.964999096741,40.686805133522,1,GRAND LARCENY,03/28/2013,3,2013
70201,-73.888651092064,40.632865536108,1,BURGLARY,08/08/2013,8,2013
76632,-73.993705451631,40.751855588361,1,GRAND LARCENY,05/10/2013,5,2013
85197,-73.966881650533,40.6933437328,1,GRAND LARCENY OF MOTOR VEHICLE,11/16/2013,11,2013
88310,-73.902115099001,40.851307801669996,2,BURGLARY,03/17/2013,3,2013
75967,-74.00447898663299,40.750304891066996,1,GRAND LARCENY,08/02/2013,8,2013
81411,-73.96635664586,40.761866422245,1,ROBBERY,10/03/2013,10,2013
34415,-73.97570372826,40.787976717555,1,GRAND LARCENY,05/10/2013,5,2013
79670,-73.862672457478,40.730252278516005,1,GRAND LARCENY,08/04/2013,8,2013
59521,-73.764949519119,40.758217076464,1,GRAND LARCENY OF MOTOR VEHICLE,01/30/2013,1,2013
93919,-73.98721031015,40.574718080984,1,BURGLARY,09/06/2013,9,2013
5300,-73.828072948506,40.845501239376,1,BURGLARY,01/16/2013,1,2013
22655,-73.952012554092,40.790176052747,1,BURGLARY,06/22/2013,6,2013
84220,-73.945011478867,40.723006259263,2,FELONY ASSAULT,01/19/2013,1,2013
92328,-73.943525130308,40.701692459228,1,GRAND LARCENY,07/03/2013,7,2013
78378,-73.892939214926,40.865950870341,1,FELONY ASSAULT,08/13/2013,8,2013
36660,-73.921685966852,40.669228227444,1,ROBBERY,06/17/2013,6,2013
68194,-73.95542176260601,40.601244133887,1,BURGLARY,10/08/2013,10,2013
68009,-73.887225905235,40.828101397205,1,GRAND LARCENY,10/16/2013,10,2013
26105,-73.959057494576,40.709227921831,2,GRAND LARCENY,09/28/2013,9,2013
43420,-73.848790670482,40.680008367334,1,GRAND LARCENY,01/23/2013,1,2013
55704,-73.99347031895199,40.757270958891,1,GRAND LARCENY,12/02/2013,12,2013
42635,-73.78100072523401,40.702455896768996,1,BURGLARY,12/20/2013,12,2013
7012,-73.954748909016,40.775764558194,1,BURGLARY,02/14/2013,2,2013
80176,-73.888485681495,40.820252727677,1,BURGLARY,09/06/2013,9,2013
36600,-73.99235000006401,40.643374089425,1,ROBBERY,06/26/2013,6,2013
36697,-73.907723078508,40.665128154457996,1,FELONY ASSAULT,06/09/2013,6,2013
80737,-73.716360775997,40.747114921232,1,GRAND LARCENY,09/24/2013,9,2013
31706,-73.99345998911801,40.752190433806,1,GRAND LARCENY,10/01/2013,10,2013
84026,-73.897576735805,40.74929877803,1,ROBBERY,06/26/2013,6,2013
22051,-73.974733193511,40.747587650929,1,GRAND LARCENY,05/09/2013,5,2013
50275,-73.89320606838801,40.861877983659,1,GRAND LARCENY,06/23/2013,6,2013
83477,-73.733867106305,40.683228184376,1,FELONY ASSAULT,12/22/2013,12,2013
97169,-73.878487419397,40.672492679298,1,GRAND LARCENY,11/03/2013,11,2013
66809,-73.991084964062,40.618242713078,1,GRAND LARCENY,09/07/2013,9,2013
92172,-73.911153003301,40.679878541996004,1,FELONY ASSAULT,07/01/2013,7,2013
33154,-73.988621875064,40.698645337356,1,GRAND LARCENY,03/07/2013,3,2013
32165,-73.899670917923,40.703174954135,1,GRAND LARCENY OF MOTOR VEHICLE,01/09/2013,1,2013
77672,-73.934370810004,40.698953815633004,1,ROBBERY,06/21/2013,6,2013
24224,-73.892326027887,40.885157666389,1,GRAND LARCENY,02/06/2013,2,2013
14131,-73.99415589871,40.759952610854995,1,GRAND LARCENY,11/17/2013,11,2013
64723,-73.908148245992,40.675723337343,1,FELONY ASSAULT,05/23/2013,5,2013
9614,-73.90576480472001,40.744925146359,1,GRAND LARCENY,06/22/2013,6,2013
37387,-73.93091720947601,40.638506300951,1,FELONY ASSAULT,07/05/2013,7,2013
91599,-73.992406650105,40.683862321419,1,FELONY ASSAULT,05/18/2013,5,2013
85719,-73.848890329158,40.906514774984004,1,FELONY ASSAULT,08/13/2013,8,2013
19677,-73.957680613926,40.690648098378,1,ROBBERY,02/24/2013,2,2013
59526,-73.778308785203,40.774462287211,1,GRAND LARCENY,01/12/2013,1,2013
998,-73.931525532793,40.758480438892995,1,ROBBERY,11/13/2013,11,2013
13322,-73.93766617660499,40.804038301683,1,ROBBERY,10/06/2013,10,2013
73678,-74.01161561750101,40.633514484338995,1,GRAND LARCENY,01/25/2013,1,2013
71336,-73.879250498809,40.834425380878,1,ROBBERY,05/05/2013,5,2013
76280,-73.979545238575,40.68487357473,1,GRAND LARCENY,04/30/2013,4,2013
28963,-73.922371631332,40.693357998856,1,BURGLARY,12/12/2013,12,2013
64738,-73.848076935148,40.890435347966,1,GRAND LARCENY,08/10/2013,8,2013
76612,-73.992551774802,40.740352275595,1,GRAND LARCENY OF MOTOR VEHICLE,05/02/2013,5,2013
61938,-73.788090880269,40.679893374356,1,FELONY ASSAULT,03/31/2013,3,2013
35705,-74.00454615407699,40.729689059433,1,GRAND LARCENY,05/30/2013,5,2013
13599,-73.93136612330301,40.660961646029,2,ROBBERY,10/20/2013,10,2013
26234,-73.774869302792,40.738828710717,1,GRAND LARCENY OF MOTOR VEHICLE,09/02/2013,9,2013
25109,-73.763841375248,40.743961285857,1,GRAND LARCENY,08/26/2013,8,2013
6438,-73.984783593754,40.76664343615,1,GRAND LARCENY,03/23/2013,3,2013
43230,-73.88577342417,40.815411128949,1,MURDER,06/20/2013,6,2013
62689,-73.857046990022,40.685050095579,2,GRAND LARCENY OF MOTOR VEHICLE,04/04/2013,4,2013
18460,-73.73524749123399,40.682457339392,1,GRAND LARCENY OF MOTOR VEHICLE,01/16/2013,1,2013
88928,-73.920764295865,40.84121610695,2,FELONY ASSAULT,05/20/2013,5,2013
48247,-73.891137517673,40.833556160549996,1,FELONY ASSAULT,05/03/2013,5,2013
34102,-74.000738721068,40.645707408388,1,ROBBERY,03/08/2013,3,2013
5762,-73.980770140208,40.600866899139,1,ROBBERY,02/02/2013,2,2013
87985,-73.928068121936,40.754578047838,1,BURGLARY,02/11/2013,2,2013
59907,-73.899560742029,40.872052795434996,1,BURGLARY,01/28/2013,1,2013
49720,-73.76064326890099,40.75419263228,1,ROBBERY,06/04/2013,6,2013
41920,-73.97654353789,40.73102894544,1,GRAND LARCENY,12/16/2013,12,2013
20134,-73.941413824488,40.838802120603,1,GRAND LARCENY,03/19/2013,3,2013
49045,-74.010028540627,40.645385833743,1,FELONY ASSAULT,04/01/2013,4,2013
26642,-73.91132723762901,40.836257779719,1,FELONY ASSAULT,11/07/2013,11,2013
34225,-73.997590212861,40.718734796564,2,BURGLARY,02/02/2013,2,2013
54051,-73.898866744779,40.852880460337,2,BURGLARY,11/01/2013,11,2013
16791,-73.814768461772,40.679382223383996,1,BURGLARY,01/28/2013,1,2013
8664,-73.77978404864899,40.67881554519,1,GRAND LARCENY,06/26/2013,6,2013
97113,-73.83855406863499,40.790599957143,1,GRAND LARCENY,12/27/2013,12,2013
69867,-73.949435854172,40.640407093179995,1,GRAND LARCENY,08/18/2013,8,2013
84902,-73.948946406364,40.60195783188,1,GRAND LARCENY,05/02/2013,5,2013
82218,-74.155330312688,40.625848246352,1,BURGLARY,10/25/2013,10,2013
4046,-73.866166367276,40.873336352224,1,ROBBERY,07/07/2013,7,2013
8400,-73.98683784782699,40.747721418173,1,FELONY ASSAULT,05/01/2013,5,2013
73185,-73.825118248607,40.769187842253,1,GRAND LARCENY,01/08/2013,1,2013
78547,-74.011999623537,40.645209978767,1,GRAND LARCENY,07/30/2013,7,2013
53061,-73.89598709927,40.815061236655005,1,GRAND LARCENY,09/08/2013,9,2013
51085,-73.90635203957599,40.861178525102,1,GRAND LARCENY,07/15/2013,7,2013
85191,-73.906375392661,40.682803427905,1,ROBBERY,11/29/2013,11,2013
81341,-74.03172310026,40.618200254512,1,GRAND LARCENY OF MOTOR VEHICLE,11/16/2013,11,2013
77538,-74.00151729878999,40.655292182056996,1,GRAND LARCENY,06/12/2013,6,2013
62185,-73.947686431713,40.817421062828004,1,FELONY ASSAULT,04/04/2013,4,2013
91621,-73.92397231525699,40.668428285960005,1,BURGLARY,05/30/2013,5,2013
11357,-73.926938412316,40.859851239274,1,GRAND LARCENY,07/15/2013,7,2013
35725,-73.979418653765,40.721175817856,1,GRAND LARCENY OF MOTOR VEHICLE,05/02/2013,5,2013
10889,-73.922410894264,40.830051738051,1,ROBBERY,01/23/2013,1,2013
60008,-74.04074932729999,40.623335659713,1,GRAND LARCENY,01/19/2013,1,2013
74858,-73.895217402155,40.858781060228,1,GRAND LARCENY,03/24/2013,3,2013
30732,-73.945015126025,40.701094821592996,1,ROBBERY,11/13/2013,11,2013
57592,-74.004418481985,40.654309475457,1,FELONY ASSAULT,04/03/2013,4,2013
72411,-73.975557998342,40.752119407598,2,GRAND LARCENY,09/09/2013,9,2013
81778,-73.901597977929,40.819696506113,1,GRAND LARCENY,05/21/2013,5,2013
33201,-73.8407543636,40.577306566581996,1,GRAND LARCENY,03/04/2013,3,2013
20195,-73.876208642937,40.833933596876996,2,FELONY ASSAULT,03/23/2013,3,2013
17260,-73.922086719174,40.813734169288004,1,GRAND LARCENY,07/13/2013,7,2013
9701,-73.90585995218899,40.843598291970004,1,FELONY ASSAULT,09/28/2013,9,2013
66232,-73.930226218202,40.768676379947,1,ROBBERY,09/16/2013,9,2013
60898,-74.007124297172,40.714546097047,2,BURGLARY,03/28/2013,3,2013
42430,-73.893847302604,40.66398808241,1,FELONY ASSAULT,12/27/2013,12,2013
18794,-73.8996269298,40.825810040264,1,ROBBERY,01/25/2013,1,2013
71227,-73.971047336037,40.675240340763004,1,GRAND LARCENY,04/24/2013,4,2013
19489,-73.81352790854599,40.586658334683,1,FELONY ASSAULT,03/22/2013,3,2013
83140,-73.924209208532,40.612223443503,1,BURGLARY,12/21/2013,12,2013
72251,-73.894214877383,40.650404491777,1,FELONY ASSAULT,08/12/2013,8,2013
31378,-73.837774144524,40.781653762139,1,ROBBERY,08/29/2013,8,2013
68834,-73.89655449904899,40.907895742107,1,ROBBERY,08/08/2013,8,2013
27943,-73.93286873231399,40.79745924087,1,ROBBERY,11/08/2013,11,2013
71306,-73.942750530701,40.805745413249,1,FELONY ASSAULT,05/17/2013,5,2013
79046,-73.982372866884,40.750004451885,1,GRAND LARCENY,07/23/2013,7,2013
37564,-73.978327757689,40.636732664354,1,GRAND LARCENY,08/17/2013,8,2013
33241,-73.746297088706,40.675222275919,1,BURGLARY,03/10/2013,3,2013
1565,-73.954106716334,40.591694461624996,1,GRAND LARCENY,12/11/2013,12,2013
55164,-73.996131215061,40.745981934433,1,GRAND LARCENY,11/29/2013,11,2013
82017,-73.957299637099,40.728105741934,1,BURGLARY,10/05/2013,10,2013
70368,-73.954890363558,40.657556025137,1,GRAND LARCENY,08/11/2013,8,2013
24391,-73.795768222913,40.686467280752,1,BURGLARY,07/13/2013,7,2013
29011,-73.934112584563,40.704800020615004,1,GRAND LARCENY OF MOTOR VEHICLE,12/29/2013,12,2013
62787,-73.84707746647899,40.777771697378995,1,BURGLARY,04/29/2013,4,2013
72469,-73.925363852218,40.832625483871006,1,GRAND LARCENY,09/10/2013,9,2013
78214,-73.897766380586,40.863251719745996,1,ROBBERY,07/09/2013,7,2013
49433,-74.000602637661,40.739844735833,1,ROBBERY,05/17/2013,5,2013
31610,-73.96000390169,40.688884042061,1,GRAND LARCENY,09/21/2013,9,2013
16081,-73.89541576774499,40.746428571936,1,GRAND LARCENY,01/25/2013,1,2013
9041,-73.942939371083,40.829852379312,1,GRAND LARCENY OF MOTOR VEHICLE,06/30/2013,6,2013
91961,-73.870008061674,40.861393070067,1,FELONY ASSAULT,08/17/2013,8,2013
28229,-73.921623608487,40.765242666446,1,BURGLARY,12/10/2013,12,2013
92500,-73.794440030505,40.690392692997996,1,BURGLARY,07/04/2013,7,2013
38300,-73.946927435175,40.804213110423,1,GRAND LARCENY,08/05/2013,8,2013
43056,-73.989280730207,40.75042250352,16,GRAND LARCENY,04/07/2013,4,2013
70052,-73.89242925009,40.740900635166,1,BURGLARY,12/03/2013,12,2013
79677,-73.790484492797,40.670826251274,1,BURGLARY,08/02/2013,8,2013
93503,-73.99305768598799,40.733613939224,1,GRAND LARCENY,10/22/2013,10,2013
20103,-73.961395890791,40.813221556177,1,BURGLARY,03/03/2013,3,2013
94410,-73.875431901306,40.675552583766,1,BURGLARY,08/23/2013,8,2013
39104,-74.00127702142801,40.717614952708004,1,FELONY ASSAULT,09/13/2013,9,2013
77988,-73.892605111639,40.674334745683,1,BURGLARY,05/15/2013,5,2013
31127,-73.883875647737,40.741507153002,1,FELONY ASSAULT,07/13/2013,7,2013
65005,-73.911130829562,40.672168449255,1,FELONY ASSAULT,07/27/2013,7,2013
74134,-73.792332766154,40.687366909173996,1,BURGLARY,07/22/2013,7,2013
87373,-73.878453576998,40.841398858161995,1,GRAND LARCENY,02/17/2013,2,2013
58172,-73.88906014318,40.867931622729,1,GRAND LARCENY OF MOTOR VEHICLE,12/24/2013,12,2013
69446,-73.993507087677,40.602243467822,1,FELONY ASSAULT,08/02/2013,8,2013
92344,-73.936866511561,40.71791604156,1,GRAND LARCENY OF MOTOR VEHICLE,07/14/2013,7,2013
56843,-73.922808334455,40.689927329713,1,ROBBERY,06/10/2013,6,2013
23556,-73.966862431727,40.710245995556,1,BURGLARY,05/05/2013,5,2013
94129,-73.930177477363,40.670540208562,1,ROBBERY,09/11/2013,9,2013
88663,-74.000696545649,40.747895087272,1,BURGLARY,02/15/2013,2,2013
93632,-73.994067329674,40.741164810019995,1,GRAND LARCENY,09/02/2013,9,2013
61084,-73.924174880278,40.807332121946004,1,FELONY ASSAULT,03/04/2013,3,2013
65833,-73.988074774897,40.773313541205,1,ROBBERY,07/12/2013,7,2013
571,-73.927785957282,40.745171617647,2,FELONY ASSAULT,10/16/2013,10,2013
57695,-73.94968150946,40.802024054078004,1,ROBBERY,05/23/2013,5,2013
17522,-73.907384340859,40.846783387222,1,ROBBERY,08/27/2013,8,2013
29180,-73.938208415751,40.667393797699,1,GRAND LARCENY,11/25/2013,11,2013
82624,-74.003767064432,40.734130100609,2,GRAND LARCENY,12/14/2013,12,2013
61930,-73.85840511029801,40.728070516098,1,GRAND LARCENY OF MOTOR VEHICLE,03/15/2013,3,2013
80930,-73.94036776823201,40.687393365719,1,FELONY ASSAULT,08/31/2013,8,2013
70687,-73.951026223656,40.687670127684,1,GRAND LARCENY,01/02/2013,1,2013
15155,-73.972674414577,40.681177684723,1,BURGLARY,12/11/2013,12,2013
241,-73.88814944117,40.637676665395006,1,BURGLARY,10/01/2013,10,2013
12694,-74.01374696977,40.643527230173,1,GRAND LARCENY,08/07/2013,8,2013
6519,-73.923971585375,40.817701549499,2,FELONY ASSAULT,03/29/2013,3,2013
62072,-73.995157074694,40.742216100604,1,BURGLARY,04/11/2013,4,2013
21065,-73.94593215195,40.757705849036,1,FELONY ASSAULT,03/31/2013,3,2013
93361,-73.943701266134,40.787798099182,1,ROBBERY,08/18/2013,8,2013
20618,-73.965008074065,40.779635464274,1,ROBBERY,02/09/2013,2,2013
60592,-73.896348044377,40.673772754526,1,BURGLARY,02/13/2013,2,2013
65743,-73.992684436943,40.748161097659,2,GRAND LARCENY,07/02/2013,7,2013
52239,-73.98008733148,40.753141325413,1,FELONY ASSAULT,07/26/2013,7,2013
36580,-73.99664289507,40.618413186872,1,BURGLARY,06/25/2013,6,2013
52089,-73.731167022256,40.709939600521004,1,GRAND LARCENY,05/28/2013,5,2013
91396,-73.729070461323,40.703059018452,1,GRAND LARCENY,06/28/2013,6,2013
64960,-73.954866285204,40.66650948628,1,BURGLARY,07/29/2013,7,2013
32269,-73.758487037565,40.745624486249,1,ROBBERY,01/15/2013,1,2013
48973,-73.916359609493,40.656516146581,2,GRAND LARCENY,04/28/2013,4,2013
22106,-73.711492211249,40.733779733485996,1,FELONY ASSAULT,05/30/2013,5,2013
93340,-74.140145374978,40.544923474840004,1,GRAND LARCENY,08/17/2013,8,2013
57511,-73.937780568486,40.828502056574,1,GRAND LARCENY,04/01/2013,4,2013
54493,-73.84300044861301,40.871429787525,1,ROBBERY,10/19/2013,10,2013
448,-73.954743400111,40.725431372329,1,GRAND LARCENY,10/16/2013,10,2013
44183,-73.902635673079,40.703100646702,1,FELONY ASSAULT,05/20/2013,5,2013
8810,-74.142930423857,40.573581361187,1,GRAND LARCENY,05/02/2013,5,2013
86171,-73.923299699486,40.805075378821,1,ROBBERY,10/24/2013,10,2013
56837,-73.959839439707,40.692534528685,1,GRAND LARCENY,06/01/2013,6,2013
62650,-73.95906923924301,40.713597587990996,2,GRAND LARCENY,04/07/2013,4,2013
23108,-73.950519714447,40.685100804903,1,GRAND LARCENY,06/02/2013,6,2013
92580,-73.93574276850799,40.809620015624,1,MURDER,07/30/2013,7,2013
52988,-73.937023396473,40.800038885432,1,FELONY ASSAULT,09/27/2013,9,2013
47419,-73.97882844290399,40.762083479253,2,ROBBERY,03/23/2013,3,2013
78931,-73.909676220007,40.769337308935,1,GRAND LARCENY,07/08/2013,7,2013
52291,-73.948295995013,40.772210151844,1,GRAND LARCENY,07/24/2013,7,2013
83202,-73.910873221539,40.635640677182,1,GRAND LARCENY,12/27/2013,12,2013
35925,-73.771149249776,40.763933155492,1,GRAND LARCENY,05/22/2013,5,2013
61626,-73.971989611625,40.792219229404004,1,GRAND LARCENY,05/01/2013,5,2013
52752,-73.99153685255101,40.718992518121,1,GRAND LARCENY,10/21/2013,10,2013
66171,-73.751212925604,40.594459085026,1,GRAND LARCENY,08/28/2013,8,2013
65561,-73.967750210096,40.798769789485995,1,GRAND LARCENY,08/13/2013,8,2013
32567,-73.907902586166,40.835341106708,1,ROBBERY,01/01/2013,1,2013
28975,-73.98413422697699,40.689007923927996,2,GRAND LARCENY,12/28/2013,12,2013
12258,-73.919675605162,40.847901462284,1,GRAND LARCENY,10/27/2013,10,2013
73056,-73.907462929611,40.712343508173,1,BURGLARY,07/22/2013,7,2013
56945,-73.920344365174,40.81463050273,1,GRAND LARCENY,01/06/2013,1,2013
21671,-73.980819332407,40.667801296883,1,FELONY ASSAULT,04/10/2013,4,2013
47454,-73.94769193471599,40.787437674769,1,ROBBERY,03/25/2013,3,2013
81317,-73.944780633399,40.644574281541,1,BURGLARY,11/17/2013,11,2013
21444,-73.876739369867,40.875159628448,1,FELONY ASSAULT,04/02/2013,4,2013
79644,-73.884330604012,40.739278870732996,2,GRAND LARCENY,08/28/2013,8,2013
62319,-73.83122770284899,40.887038718058,1,FELONY ASSAULT,04/03/2013,4,2013
60087,-73.876970490283,40.675987914104,1,FELONY ASSAULT,01/24/2013,1,2013
89206,-73.987829352833,40.713574028646995,1,ROBBERY,04/19/2013,4,2013
13111,-73.896618667023,40.866645889542,1,GRAND LARCENY,11/13/2013,11,2013
15769,-73.916310886725,40.695354688139,1,FELONY ASSAULT,06/28/2013,6,2013
2555,-73.921741527624,40.643380653254,1,GRAND LARCENY,01/28/2013,1,2013
18448,-73.90491911174,40.710373439535,1,BURGLARY,01/06/2013,1,2013
12713,-73.994002391042,40.660792575562,1,ROBBERY,10/14/2013,10,2013
60045,-74.020936828472,40.646957126487,3,GRAND LARCENY,01/02/2013,1,2013
3436,-73.903577328436,40.817576509469,1,ROBBERY,06/12/2013,6,2013
8790,-73.903190118052,40.770827925674,1,GRAND LARCENY,08/26/2013,8,2013
82195,-73.89315633200499,40.748817175979,1,BURGLARY,10/15/2013,10,2013
46122,-73.956754010918,40.762730556609,1,GRAND LARCENY,01/08/2013,1,2013
93722,-73.935313988719,40.815927147135,1,GRAND LARCENY,09/07/2013,9,2013
48234,-73.91842426791099,40.819023458021995,1,FELONY ASSAULT,05/28/2013,5,2013
16053,-73.849132823898,40.694509461783,1,FELONY ASSAULT,01/04/2013,1,2013
39337,-73.893913958539,40.835117745133,2,FELONY ASSAULT,09/15/2013,9,2013
27509,-73.956132640151,40.714126245451006,1,GRAND LARCENY,10/07/2013,10,2013
41987,-73.9919549973,40.751553557234004,1,ROBBERY,12/17/2013,12,2013
27789,-73.796641407814,40.709917434339,1,GRAND LARCENY,10/23/2013,10,2013
15986,-73.951096514556,40.636076537655,1,FELONY ASSAULT,01/18/2013,1,2013
21677,-73.945414327781,40.698059299295004,1,RAPE,04/29/2013,4,2013
19800,-73.79536858,40.75794576,1,BURGLARY,05/23/2014,5,2014
19867,-73.95893836,40.81479892,1,FELONY ASSAULT,02/03/2014,2,2014
8009,-73.81672957,40.73193125,1,BURGLARY,03/03/2014,3,2014
50717,-73.84332923,40.69965913,1,FELONY ASSAULT,01/10/2014,1,2014
46426,-73.95402961,40.59909166,1,GRAND LARCENY,08/02/2014,8,2014
45962,-73.86420841,40.84056504,1,GRAND LARCENY,06/13/2014,6,2014
21837,-73.92314913,40.74464711,1,GRAND LARCENY,07/07/2014,7,2014
15798,-73.9524071,40.79900052,1,FELONY ASSAULT,08/23/2014,8,2014
19988,-73.8745926,40.87840703,1,BURGLARY,05/24/2014,5,2014
25209,-73.85495218,40.83751538,1,ROBBERY,03/31/2014,3,2014
29479,-73.95618831,40.7830963,1,BURGLARY,03/13/2014,3,2014
37165,-73.96089873,40.5833665,1,BURGLARY,05/09/2014,5,2014
13799,-73.9290863,40.68306944,1,BURGLARY,08/10/2014,8,2014
9592,-73.82134465,40.69013568,1,GRAND LARCENY,05/11/2014,5,2014
20129,-73.9149108,40.75255993,2,GRAND LARCENY,05/17/2014,5,2014
52456,-73.89760066,40.63042276,2,GRAND LARCENY,04/11/2014,4,2014
20392,-73.97008064,40.75676497,1,GRAND LARCENY,05/17/2014,5,2014
11234,-73.7917582,40.7120112,1,ROBBERY,05/07/2014,5,2014
47048,-74.11118495,40.56905735,1,BURGLARY,07/26/2014,7,2014
12796,-73.89409478,40.83276569,1,FELONY ASSAULT,07/12/2014,7,2014
13925,-73.97375723,40.63235652,1,GRAND LARCENY,08/01/2014,8,2014
33042,-73.89334177,40.86743064,1,ROBBERY,01/08/2014,1,2014
53789,-73.9772389,40.68117044,1,GRAND LARCENY,05/21/2014,5,2014
58816,-73.91421245,40.75672044,1,ROBBERY,02/03/2014,2,2014
25041,-73.94622356,40.80808559,3,GRAND LARCENY,03/11/2014,3,2014
39581,-73.90149824,40.82361862,1,BURGLARY,08/01/2014,8,2014
10129,-73.95580068,40.78498453,1,GRAND LARCENY,04/27/2014,4,2014
16314,-73.91018949,40.83313067,1,FELONY ASSAULT,01/15/2014,1,2014
9922,-73.88583283,40.75550734,1,ROBBERY,03/11/2014,3,2014
36241,-73.97151590000001,40.79365735,1,GRAND LARCENY OF MOTOR VEHICLE,06/07/2014,6,2014
60119,-73.95615405,40.80222432,1,GRAND LARCENY,01/06/2014,1,2014
47322,-73.79371727,40.59299243,1,ROBBERY,07/01/2014,7,2014
13931,-74.01199962,40.64520998,2,GRAND LARCENY OF MOTOR VEHICLE,08/23/2014,8,2014
22866,-73.98904481,40.73654502,1,GRAND LARCENY,01/09/2014,1,2014
8338,-73.79367455,40.70820216,1,GRAND LARCENY,01/25/2014,1,2014
9824,-74.02078574,40.62466399,1,FELONY ASSAULT,03/18/2014,3,2014
13249,-73.85467381,40.89215927,1,BURGLARY,07/06/2014,7,2014
30565,-73.89063391,40.84753999,1,FELONY ASSAULT,08/26/2014,8,2014
26701,-73.87613688,40.82783751,1,BURGLARY,05/13/2014,5,2014
37414,-74.06729458,40.59458243,1,FELONY ASSAULT,06/08/2014,6,2014
60520,-73.87719137,40.82621376,1,GRAND LARCENY,03/04/2014,3,2014
38925,-73.93592177,40.63119983,1,GRAND LARCENY,07/17/2014,7,2014
5513,-73.89272089,40.66734939,1,FELONY ASSAULT,08/12/2014,8,2014
43021,-73.92505603,40.86208696,1,GRAND LARCENY,03/30/2014,3,2014
19552,-73.95590601,40.70772263,1,FELONY ASSAULT,06/26/2014,6,2014
