Name,Status,Fall,Year,Place,Occurrence,,Type,Mass,MetBull
Roosevelt County 016,Official,,1981,New Mexico,1, USA,H5,138.2 g,63
Roosevelt County 017,Official,,1981,New Mexico,1, USA,L6,177.8 g,63
Roosevelt County 018,Official,,1981,New Mexico,1, USA,H5,10.8 g,63
Ragland Hill **,Official,,1980,New Mexico,1, USA,H5,11.8 kg,101
Roosevelt County 011,Official,,1980,New Mexico,1, USA,H5,2.9 g,63
Roosevelt County 089,Official,,1980,New Mexico,1, USA,H5,1615 g,78
Blackwater Draw **,Official,,1979,New Mexico,1, USA,H4,1500 g,64
Correo **,Official,,1979,New Mexico,1, USA,H4,1400 g,58
Roosevelt County 006,Official,,1979,New Mexico,1, USA,L6,9.7 g,63
Roosevelt County 007,Official,,1979,New Mexico,1, USA,H5,5.2 g,63
Roosevelt County 008,Official,,1979,New Mexico,1, USA,H5,25.3 g,63
Roosevelt County 009,Official,,1979,New Mexico,1, USA,H5,2.1 g,63
Roosevelt County 010,Official,,1979,New Mexico,1, USA,L4,23.6 g,63
Roosevelt County 101,Official,,1979,New Mexico,1, USA,H5,12.6 g,84
Suwanee Spring **,Official,,1979,New Mexico,1, USA,L5,1200 g,58
Krider **,Official,,1978,New Mexico,1, USA,H6,2.39 kg,62
Los Lunas **,Official,,1978,New Mexico,1, USA,H4,94.5 g,61
Roosevelt County 005,Official,,1978,New Mexico,1, USA,L6,12 g,63
Roosevelt County 088,Official,,1978,New Mexico,1, USA,H4,7.5 g,78
Tinnie **,Official,,1978,New Mexico,1, USA,"Iron, IVB",15.3 kg,83
Willard (a) **,Official,,1978,New Mexico,1, USA,L6,800 g,62
Delphos (c),Official,,1977,New Mexico,1, USA,L5,885 g,84
Roosevelt County 004,Official,,1977,New Mexico,1, USA,L6,882 g,63
Roosevelt County 087,Official,,1977,New Mexico,1, USA,H5,8.2 g,78
Roosevelt County 003,Official,,1976,New Mexico,1, USA,H5,30.3 g,63
Moriarty **,Official,,1975,New Mexico,1, USA,L,330 g,59
Rogers,Official,,1974,New Mexico,1, USA,L,982 g,
Roosevelt County 086,Official,,1974,New Mexico,1, USA,L6,9 g,78
Roosevelt County 002,Official,,1973,New Mexico,1, USA,L6,18.2 g,63
Roosevelt County 057,Official,,1973,New Mexico,1, USA,L5,7.7 g,71
Arch **,Official,,1972,New Mexico,1, USA,CV3,986 g,55
Kenna,Official,,1972,New Mexico,1, USA,Ureilite,10.9 kg,
Kenna (b),Official,,1972,New Mexico,1, USA,L5,453 g,84
Roosevelt County 056,Official,,1972,New Mexico,1, USA,H5,10.3 g,71
Melrose (b),Official,,1971,New Mexico,1, USA,Howardite,50.5 g,
Oro Grande **,Official,,1971,New Mexico,1, USA,H5,513 g,52
Roosevelt County 049,Official,,1971,New Mexico,1, USA,LL4,22.8 g,71
Roosevelt County 050,Official,,1971,New Mexico,1, USA,L4,13.1 g,71
Roosevelt County 051,Official,,1971,New Mexico,1, USA,L5,29.4 g,71
Roosevelt County 052,Official,,1971,New Mexico,1, USA,H5,17.7 g,71
Roosevelt County 053,Official,,1971,New Mexico,1, USA,H5,10.8 g,71
Roosevelt County 054,Official,,1971,New Mexico,1, USA,H5,362 g,71
Roosevelt County 055,Official,,1971,New Mexico,1, USA,H5,7.9 g,71
Roosevelt County 065,Official,,1971,New Mexico,1, USA,H5,406 g,71
St. Vrain,Official,,1971,New Mexico,1, USA,OC,45.5 g,
Dora (stone),Official,,1970,New Mexico,1, USA,OC,1570 g,
Grady (c),Official,,1970,New Mexico,1, USA,H4,5.7 kg,
Mills **,Official,,1970,New Mexico,1, USA,H6,88 kg,51
Otto **,Official,,1970,New Mexico,1, USA,H5,28 g,84
Roosevelt County 044,Official,,1970,New Mexico,1, USA,L6,439 g,71
Roosevelt County 045,Official,,1970,New Mexico,1, USA,L6,55.5 g,71
Roosevelt County 046,Official,,1970,New Mexico,1, USA,H5,120.4 g,71
Roosevelt County 047,Official,,1970,New Mexico,1, USA,L6,30.3 g,71
Roosevelt County 100,Official,,1970,New Mexico,1, USA,L5,6.8 g,84
Delphos (d),Official,,1969,New Mexico,1, USA,H5,276 g,84
Garrison **,Official,,1969,New Mexico,1, USA,H5,5.12 kg,56
Grier (a),Official,,1969,New Mexico,1, USA,OC,12.4 g,
Grier (b) **,Official,,1969,New Mexico,1, USA,L5-7,929 g,58
Roosevelt County 039,Official,,1969,New Mexico,1, USA,H5,38 g,71
Roosevelt County 040,Official,,1969,New Mexico,1, USA,H5,71.1 g,71
Roosevelt County 041,Official,,1969,New Mexico,1, USA,L5,32.4 g,71
Roosevelt County 042,Official,,1969,New Mexico,1, USA,H5,32.6 g,71
Roosevelt County 043,Official,,1969,New Mexico,1, USA,H4/5,52.1 g,71
Roosevelt County 062,Official,,1969,New Mexico,1, USA,H5,16.2 g,71
Roosevelt County 063,Official,,1969,New Mexico,1, USA,L4,34.7 g,71
Roosevelt County 064,Official,,1969,New Mexico,1, USA,H5,24.8 g,71
Roosevelt County 081,Official,,1969,New Mexico,1, USA,H5,522 g,78
Roosevelt County 082,Official,,1969,New Mexico,1, USA,H4,137 g,78
Roosevelt County 083,Official,,1969,New Mexico,1, USA,H5,14.8 g,78
Roosevelt County 084,Official,,1969,New Mexico,1, USA,L4,69.6 g,78
Roosevelt County 085,Official,,1969,New Mexico,1, USA,L4,140 g,78
Roosevelt County 098,Official,,1969,New Mexico,1, USA,L6,15 g,84
Roosevelt County 099,Official,,1969,New Mexico,1, USA,H(5?),9.8 g,84
Bethel (a),Official,,1968,New Mexico,1, USA,OC,18.3 g,
Bethel (b),Official,,1968,New Mexico,1, USA,H4,56.8 g,83
Boaz (stone),Official,,1968,New Mexico,1, USA,H5,1800 g,
Delphos (a),Official,,1968,New Mexico,1, USA,L4,1245 g,
Delphos (b),Official,,1968,New Mexico,1, USA,OC,548 g,83
Elida (a),Official,,1968,New Mexico,1, USA,L6,937 g,84
Elida (b),Official,,1968,New Mexico,1, USA,OC,538 g,83
Elida (c),Official,,1968,New Mexico,1, USA,H5,386 g,83
Oasis State Park,Official,,1968,New Mexico,1, USA,OC,606 g,
Roosevelt County 001,Official,,1968,New Mexico,1, USA,H3.8,462 g,63
Roosevelt County 032 **,Official,,1968,New Mexico,1, USA,H5,141.1 g,71
Roosevelt County 033,Official,,1968,New Mexico,1, USA,L4,21.8 g,71
Roosevelt County 034,Official,,1968,New Mexico,1, USA,H5,118.5 g,71
Roosevelt County 035,Official,,1968,New Mexico,1, USA,L6,81.6 g,71
Roosevelt County 036,Official,,1968,New Mexico,1, USA,H5,65.2 g,71
Roosevelt County 037,Official,,1968,New Mexico,1, USA,H4/5,94.3 g,71
Roosevelt County 038,Official,,1968,New Mexico,1, USA,H5,49.4 g,71
Roosevelt County 058 **,Official,,1968,New Mexico,1, USA,L4,12 g,71
Roosevelt County 059,Official,,1968,New Mexico,1, USA,L6,26.2 g,71
Roosevelt County 060,Official,,1968,New Mexico,1, USA,H5,34.2 g,71
Roosevelt County 061,Official,,1968,New Mexico,1, USA,H5,49.5 g,71
Roosevelt County 080,Official,,1968,New Mexico,1, USA,H6,728 g,78
Portales (a),Official,,1967,New Mexico,1, USA,H4,3.24 kg,
Portales (b),Official,,1967,New Mexico,1, USA,L6,596 g,
Portales (c),Official,,1967,New Mexico,1, USA,H4,6 kg,
Floyd **,Official,,1966,New Mexico,1, USA,L4,13 kg,51
Clovis (no. 2) **,Official,,1963,New Mexico,1, USA,L6,41.3 kg,32
Mosquero,Official,,1963,New Mexico,1, USA,H4,1800 g,
Acomita **,Official,,1962,New Mexico,1, USA,"Pallasite, PMG",3.96 kg,70
Sierra County **,Official,,1962,New Mexico,1, USA,H5,1000 g,37
Clovis (no. 1) **,Official,,1961,New Mexico,1, USA,H3.6,283 kg,22
Point of Rocks (iron) **,Official,,1956,New Mexico,1, USA,"Iron, IIIAB",18 kg,37
Arabella,Official,,1955,New Mexico,1, USA,Iron,1000 g,
Dora (pallasite),Official,,1955,New Mexico,1, USA,"Pallasite, PMG",7.6 kg,
Lakewood **,Official,,1955,New Mexico,1, USA,L6,46.5 kg,49
Chico **,Official,,1954,New Mexico,1, USA,L6,104.8 kg,8
El Rancho Grande **,Official,,1954,New Mexico,1, USA,Pallasite,40.7 g,37
Palo Blanco Creek **,Official,,1954,New Mexico,1, USA,Eucrite-mmict,1482 g,37
Point of Rocks (stone) **,Official,,1954,New Mexico,1, USA,L6,800 g,37
Thoreau **,Official,,1954,New Mexico,1, USA,"Iron, IAB complex",500 g,37
Picacho,Official,,1952,New Mexico,1, USA,"Iron, IIIAB",22 kg,
Abbott **,Official,,1951,New Mexico,1, USA,H3-6,21.1 kg,37
Chico Hills **,Official,,1951,New Mexico,1, USA,H4,8.03 kg,37
Tafoya (a) **,Official,,1951,New Mexico,1, USA,H4,270 g,37
Tafoya (b) **,Official,,1951,New Mexico,1, USA,H5,490 g,37
Acme,Official,,1947,New Mexico,1, USA,H5,75 kg,
Bluewater **,Official,,1946,New Mexico,1, USA,"Iron, IIIAB",9.54 kg,37
Puente-Ladron **,Official,,1944,New Mexico,1, USA,L6,7.7 g,
Alamogordo,Official,,1938,New Mexico,1, USA,H5,13.6 kg,
Aurora,Official,,1938,New Mexico,1, USA,H4,1000 g,
Aztec,Official,Y,1938,New Mexico,1, USA,L6,2.83 kg,
Tatum,Official,,1938,New Mexico,1, USA,H4,1787 g,
Beenham,Official,,1937,New Mexico,1, USA,L5,44.4 kg,
Grady (1937),Official,,1937,New Mexico,1, USA,H3.7,9.3 kg,
Farley,Official,,1936,New Mexico,1, USA,H5,19.4 kg,
Gladstone (stone),Official,,1936,New Mexico,1, USA,H4,57.3 kg,
Ute Creek,Official,,1936,New Mexico,1, USA,H4,1000 g,
Hasparos **,Official,,1935,New Mexico,1, USA,"Iron, IAB-MG",12.88 kg,61
New Mexico,Official,,1935,New Mexico,1, USA,Iron,130 g,
Roy (1934),Official,,1934,New Mexico,1, USA,L6,5.62 kg,
Taiban,Official,,1934,New Mexico,1, USA,L5,25 kg,
Grady (1933),Official,,1933,New Mexico,1, USA,L3-6,4.23 kg,
Hobbs,Official,,1933,New Mexico,1, USA,H4,2.3 kg,
Hobbs (b),Official,,1933,New Mexico,1, USA,H5,1600 g,
La Lande,Official,,1933,New Mexico,1, USA,L5,30 kg,
Malaga,Official,Y,1933,New Mexico,1, USA,OC,150 g,
Melrose (a),Official,,1933,New Mexico,1, USA,L5,36.4 kg,
Pasamonte,Official,Y,1933,New Mexico,1, USA,Eucrite-pmict,5.1 kg,
Roy (1933),Official,,1933,New Mexico,1, USA,L5,47.2 kg,
Wagon Mound **,Official,,1932,New Mexico,1, USA,L6,87.5 kg,84
Grant,Official,,1929,New Mexico,1, USA,"Iron, IIIAB",525 kg,
Piñon,Official,,1928,New Mexico,1, USA,"Iron, ungrouped",17.85 kg,
Sandia Mountains,Official,,1925,New Mexico,1, USA,"Iron, IIAB",45 kg,
Four Corners,Official,,1924,New Mexico,1, USA,"Iron, IAB-ung",25 kg,
Luis Lopez,Official,,1896,New Mexico,1, USA,"Iron, IIIAB",7 kg,
Oscuro Mountains,Official,,1895,New Mexico,1, USA,"Iron, IAB-MG",3.6 kg,
El Capitan,Official,,1893,New Mexico,1, USA,"Iron, IIIAB",27.5 kg,
Kingston,Official,,1891,New Mexico,1, USA,"Iron, ungrouped",12.9 kg,
Sacramento Mountains,Official,,1890,New Mexico,1, USA,"Iron, IIIAB",237.2 kg,
Glorieta Mountain,Official,,1884,New Mexico,1, USA,"Pallasite, PMG-an",148 kg,
Costilla Peak,Official,,1881,New Mexico,1, USA,"Iron, IIIAB",35.5 kg,
Peekskill **,Official,Y,1992,New York,1, USA,H6,12.57 kg,75
Schenectady **,Official,Y,1968,New York,1, USA,H5,283 g,44
Lasher Creek,Official,,1948,New York,1, USA,Iron,640 g,
South Byron,Official,,1915,New York,1, USA,"Iron, ungrouped",6 kg,
Mount Morris (New York),Official,,1897,New York,1, USA,H,12.5 g,
Yorktown (New York) **,Official,Y,1869,New York,1, USA,L5,250 g,30
Tomhannock Creek,Official,,1863,New York,1, USA,H5,1500 g,
Bethlehem,Official,Y,1859,New York,1, USA,H,13.9 g,
Seneca Falls,Official,,1850,New York,1, USA,"Iron, IIIAB",4 kg,
Scriba,Pseudo,,1834,New York,1, USA,Pseudometeorite,2.7 kg,
Burlington,Official,,1819,New York,1, USA,"Iron, IIIE",68 kg,
Cambria,Official,,1818,New York,1, USA,"Iron, ungrouped",16.3 kg,
Farmville,Official,Y,1934,North Carolina,1, USA,H4,56 kg,
Nashville (iron),Official,,1934,North Carolina,1, USA,Iron,18 kg,
Uwharrie,Official,,1930,North Carolina,1, USA,"Iron, IIIAB",72.7 kg,
Bald Mountain,Official,Y,1929,North Carolina,1, USA,L4,3.7 kg,
Mayodan,Official,,1920,North Carolina,1, USA,"Iron, IIAB",15.4 kg,
Wood's Mountain,Official,,1918,North Carolina,1, USA,"Iron, IVA",3.87 kg,
Moore County,Official,Y,1913,North Carolina,1, USA,Eucrite-cm,1880 g,
Rich Mountain,Official,Y,1903,North Carolina,1, USA,L6,668 g,
Hendersonville,Official,,1901,North Carolina,1, USA,L5,6 kg,
Murphy,Official,,1899,North Carolina,1, USA,"Iron, IIAB",7.7 kg,
Persimmon Creek,Official,,1893,North Carolina,1, USA,"Iron, IAB-sLM",5 kg,
Cross Roads,Official,Y,1892,North Carolina,1, USA,H5,167 g,
Forsyth County,Official,,1891,North Carolina,1, USA,"Iron, IIAB",22.7 kg,
Bridgewater,Official,,1890,North Carolina,1, USA,"Iron, IID",13.6 kg,
Ferguson,Official,Y,1889,North Carolina,1, USA,OC,220 g,
Linville,Official,,1882,North Carolina,1, USA,"Iron, IAB-sHH",442 g,
Colfax,Official,,1880,North Carolina,1, USA,"Iron, IAB-ung",2.3 kg,
Lick Creek,Official,,1879,North Carolina,1, USA,"Iron, IIAB",1240 g,
Alexander County,Official,,1875,North Carolina,1, USA,"Iron, IAB complex",192 g,
Castalia,Official,Y,1874,North Carolina,1, USA,H5,7.3 kg,
Duel Hill (1873),Official,,1873,North Carolina,1, USA,"Iron, IAB-MG",11.3 kg,
Smith's Mountain,Official,,1863,North Carolina,1, USA,"Iron, IIIAB",5 kg,
Duel Hill (1854),Official,,1854,North Carolina,1, USA,"Iron, IVA",21.8 kg,
Monroe,Official,Y,1849,North Carolina,1, USA,H4,8.6 kg,
Deep Springs,Official,,1846,North Carolina,1, USA,"Iron, ungrouped",11.5 kg,
Asheville,Official,,1839,North Carolina,1, USA,"Iron, IIIAB",800 g,
Black Mountain,Official,,1839,North Carolina,1, USA,"Iron, IAB-MG",800 g,
Guilford County,Official,,1822,North Carolina,1, USA,"Iron, IIIAB",1100 g,
Caswell County,Official,Y,1810,North Carolina,1, USA,OC,1360 g,
Hommoney Creek,Pseudo,,,North Carolina,1, USA,Pseudometeorite,85 g,
Colgate **,Official,,1999,North Dakota,1, USA,H4,39 kg,108†
Drayton **,Official,,1982,North Dakota,1, USA,H4/5,2.35 kg,83
Bowesmont (b),Official,,1972,North Dakota,1, USA,L5,1300 g,83
Glasston **,Official,,1969,North Dakota,1, USA,L5,1990 g,84
Bowesmont **,Official,,1962,North Dakota,1, USA,L6,2.27 kg,32
Williston **,Official,,1962,North Dakota,1, USA,"Iron, IIIAB",7.65 kg,70
New Leipzig,Official,,1936,North Dakota,1, USA,"Iron, IAB-MG",20 kg,
Freda,Official,,1919,North Dakota,1, USA,"Iron, IAB-sLH",268 g,
Richardton,Official,Y,1918,North Dakota,1, USA,H5,90 kg,
Jamestown,Official,,1885,North Dakota,1, USA,"Iron, IVA",4 kg,
Niagara,Official,,1879,North Dakota,1, USA,"Iron, IAB-sLL",115 g,
Powellsville **,Official,,1990,Ohio,1, USA,H5,4.31 kg,83
Kossuth **,Official,,1975,Ohio,1, USA,"Iron, IVA",5.9 kg,83
Fairfield **,Official,,1974,Ohio,1, USA,"Iron, IAB-MG",1600 g,83
Tarlton **,Official,,1967,Ohio,1, USA,H4,227 g,65
Gahanna **,Official,,1950,Ohio,1, USA,"Iron, IAB-MG",1201 g,85
New Westville,Official,,1941,Ohio,1, USA,"Iron, IVA",4.8 kg,
Pricetown,Official,Y,1893,Ohio,1, USA,L6,900 g,
Dayton **,Official,,1892,Ohio,1, USA,"Iron, IAB-sLH",26.3 kg,8
Enon,Official,,1883,Ohio,1, USA,"Iron, ungrouped",763 g,
Cincinnati,Official,,1870,Ohio,1, USA,"Iron, IIAB",1500 g,
Paint Creek,Doubtful,Y,1868,Ohio,1, USA,Doubtful Iron,9.3 kg,
New Concord,Official,Y,1860,Ohio,1, USA,L6,230 kg,
Wooster,Official,,1858,Ohio,1, USA,"Iron, IAB-sLL",22.7 kg,
Mangum **,Official,,2008,Oklahoma,1, USA,H4,750 g,100
Keystone Lake **,Official,,2003,Oklahoma,1, USA,L5,787 g,102
Corn **,Official,,1994,Oklahoma,1, USA,H5,5.18 kg,100
Felt (b) **,Official,,1990,Oklahoma,1, USA,L3.5-5,5.59 kg,83
Caddo County **,Official,,1987,Oklahoma,1, USA,"Iron, IAB-ung",18 kg,67
